v(),X.1,X,ans,p,tempr,pitch,roll,head,flownoise,speedSP,speedFN,Aw1,Aw2,Aw3,r,sec,MSA,jerk,dive,event,min.p,max.p,max.speed,min.speed,delta.speed,delta.p,tag,DateTime,p2,pitch2
1180,72263,72263,NA,117.6853359,NA,11.50802356,-14.49712062,104.7590565,NA,NA,7.476864765,NA,NA,NA,72263,14452.6,-2.322626003,21.546333,27,lunge,114.2729668,118.5553952,NA,2.152324793,5.324539972,4.282428391,mn12_262b,NA,117.6853359,0.100426451
1181,72417,72417,NA,117.1043999,NA,1.068116673,-12.38483395,75.73945255,NA,NA,6.834045468,NA,NA,NA,72417,14483.4,-2.513642984,17.74931211,27,lunge,107.9096343,117.9807549,6.871423178,2.32234673,4.549076448,10.07112059,mn12_262b,NA,117.1043999,0.009321076
1182,73758,73758,NA,117.8559236,NA,26.83459853,-3.4111731,165.9725978,NA,NA,5.34618084,NA,NA,NA,73758,14751.6,0.904671858,8.277900577,28,lunge,115.2757325,118.9794968,6.99837548,2.26788088,4.7304946,3.703764302,mn12_262b,NA,117.8559236,0.234176049
1183,73894,73894,NA,120.5180001,NA,25.23342225,-6.609359914,187.4294775,NA,NA,5.15221138,NA,NA,NA,73894,14778.8,-0.152297017,8.740219425,28,lunge,117.3998737,121.5172149,5.60815984,2.348640023,3.259519818,4.117341276,mn12_262b,NA,120.5180001,0.22020315
1184,74048,74048,NA,121.5590523,NA,40.68521299,-6.208010934,-124.7594649,NA,NA,5.156598977,NA,NA,NA,74048,14809.6,-0.526694997,12.19235763,28,lunge,120.1881272,122.3922786,5.49363151,2.229033718,3.264597792,2.204151351,mn12_262b,NA,121.5590523,0.355045462
1185,74211,74211,NA,121.522829,NA,-36.15337445,-14.98250583,94.71676625,NA,NA,4.920850272,NA,NA,NA,74211,14842.2,-2.919776267,11.47483683,28,lunge,119.1912076,121.9809283,6.75533441,2.372227606,4.383106804,2.789720695,mn12_262b,NA,121.522829,-0.31549771
1186,74384,74384,NA,121.1098231,NA,-5.05495259,-3.188674534,-30.81396836,NA,NA,4.650574467,NA,NA,NA,74384,14876.8,0.82885501,15.4750038,28,lunge,116.3238622,121.7745923,5.781559822,2.417857847,3.363701975,5.450730078,mn12_262b,NA,121.1098231,-0.044112783
1187,74544,74544,NA,119.531907,NA,-5.427155964,-2.914063997,142.9772056,NA,NA,6.517733797,NA,NA,NA,74544,14908.8,-1.635922215,22.06606036,28,lunge,115.0390287,120.4062377,6.517733797,2.316155758,4.20157804,5.367209009,mn12_262b,NA,119.531907,-0.04736087
1188,74781,74781,NA,121.081333,NA,-4.020699704,3.237390728,179.1897926,NA,NA,4.944955436,NA,NA,NA,74781,14956.2,0.546730328,15.29665299,28,lunge,115.129714,121.081333,6.521229909,2.273402179,4.247827729,5.951618989,mn12_262b,NA,121.081333,-0.035087224
1189,74906,74906,NA,119.0482863,NA,36.94909386,-12.2427933,-81.32917084,NA,NA,7.265128039,NA,NA,NA,74906,14981.2,0.956614039,22.34825304,28,lunge,113.7172964,119.6708134,NA,1.922227673,5.342900365,5.953517005,mn12_262b,NA,119.0482863,0.322441672
1190,75094,75094,NA,119.7572615,NA,-20.45518849,-3.620657128,191.1104954,NA,NA,4.227508395,NA,NA,NA,75094,15018.8,-0.164340947,10.58259451,28,lunge,114.9842474,120.4702815,5.857906156,1.961161152,3.896745004,5.48603418,mn12_262b,NA,119.7572615,-0.178505194
1191,75221,75221,NA,116.3172624,NA,-19.23402217,-10.41317585,183.4262038,NA,NA,5.904302703,NA,NA,NA,75221,15044.2,-3.409165307,15.94139765,28,lunge,110.4075031,117.0221686,5.904302703,1.739498728,4.164803976,6.61466552,mn12_262b,NA,116.3172624,-0.167848508
1192,75403,75403,NA,120.0659807,NA,49.81209654,-8.461157787,37.83947846,NA,NA,4.554379385,NA,NA,NA,75403,15080.6,-0.232626673,6.612348957,28,lunge,117.9874234,120.3602082,5.01714657,2.011434492,3.005712078,2.372784771,mn12_262b,NA,120.0659807,0.434692546
1193,75563,75563,NA,118.912694,NA,79.83058648,-6.422672979,-84.85313709,NA,NA,5.848962475,NA,NA,NA,75563,15112.6,2.709989405,8.015724548,28,lunge,113.66239,118.9477101,5.957080418,2.254029044,3.703051375,5.285320164,mn12_262b,NA,118.912694,0.696653289
1194,75733,75733,NA,115.1246739,NA,40.42828498,-14.31603578,138.6256067,NA,NA,4.66393373,NA,NA,NA,75733,15146.6,-2.996416116,11.9600193,28,lunge,107.2657397,118.3349151,5.6341919,2.275691465,3.358500435,11.06917534,mn12_262b,NA,115.1246739,0.352803342
1195,77207,77207,NA,116.3589059,NA,8.506300652,-19.17054821,-107.7716291,NA,NA,4.208096775,NA,NA,NA,77207,15441.4,-2.572926739,6.789177541,29,lunge,113.7782203,118.1891062,5.233734832,2.156653224,3.077081608,4.410885871,mn12_262b,NA,116.3589059,0.074231477
1196,77398,77398,NA,119.6081311,NA,78.12640665,-22.44642491,11.33629386,NA,NA,5.620172369,NA,NA,NA,77398,15479.6,0.110892476,11.92966296,29,lunge,115.196474,120.6880984,5.631077181,2.279403949,3.351673231,5.491624393,mn12_262b,NA,119.6081311,0.681781514
1197,77499,77499,NA,115.198941,NA,12.25832492,-19.10445714,84.06490244,NA,NA,4.878488433,NA,NA,NA,77499,15499.8,1.657901413,14.81504089,29,lunge,112.243449,117.4015284,4.959268985,2.724660494,2.234608491,5.158079351,mn12_262b,NA,115.198941,0.106974065
1198,77662,77662,NA,116.9894475,NA,41.72594035,-5.238405372,-26.40826889,NA,NA,4.69427103,NA,NA,NA,77662,15532.4,2.27010101,10.95781604,29,lunge,112.4526328,117.115851,5.170028542,2.098171873,3.071856669,4.663218132,mn12_262b,NA,116.9894475,0.364127521
1199,77803,77803,NA,115.5806419,NA,57.37929161,8.553112566,-34.53776815,NA,NA,5.045492455,NA,NA,NA,77803,15560.6,4.491136685,16.56044646,29,lunge,111.1281636,115.6641436,6.619057658,1.993396564,4.625661093,4.535980048,mn12_262b,NA,115.5806419,0.500728781
1200,77955,77955,NA,115.8406005,NA,67.31576423,2.925566524,-13.72175703,NA,NA,5.096118857,NA,NA,NA,77955,15591,2.769748757,13.14838188,29,lunge,109.4705392,116.169862,5.517595398,1.99364753,3.523947868,6.699322815,mn12_262b,NA,115.8406005,0.587440862
1201,78112,78112,NA,117.8804967,NA,56.93187319,0.325683083,109.4660102,NA,NA,5.477615484,NA,NA,NA,78112,15622.4,2.937397684,8.819674327,29,lunge,111.3470139,117.9652251,6.725320471,1.848476893,4.876843578,6.618211177,mn12_262b,NA,117.8804967,0.496824318
1202,78252,78252,NA,115.6866003,NA,94.19649797,-15.88990973,122.2039606,NA,NA,6.848709068,NA,NA,NA,78252,15650.4,1.475758089,19.75855329,29,lunge,108.6438328,116.5152633,6.849734357,2.440834215,4.408900142,7.871430556,mn12_262b,NA,115.6866003,0.822019517
1203,78408,78408,NA,116.396189,NA,-16.05485903,-0.378343897,-2.302071931,NA,NA,5.493310405,NA,NA,NA,78408,15681.6,-1.169005309,13.71924547,29,lunge,109.3221395,116.8114314,6.799593409,2.452320754,4.347272655,7.489291884,mn12_262b,NA,116.396189,-0.140105075
1204,78555,78555,NA,115.4402545,NA,-0.801935398,-10.29199122,184.1477954,NA,NA,6.1935506,NA,NA,NA,78555,15711,-3.132725274,15.09641933,29,lunge,104.7058578,116.1555261,6.526836666,2.031118587,4.495718079,11.4496683,mn12_262b,NA,115.4402545,-0.006998207
1205,80081,80081,NA,126.1393578,NA,-23.59063864,2.340927665,17.32532416,NA,NA,4.10759353,NA,NA,NA,80081,16016.2,-1.035825282,14.20719072,30,lunge,123.1825004,126.3048378,6.130720853,2.037326675,4.093394178,3.122337359,mn12_262b,NA,126.1393578,-0.205867158
1206,80268,80268,NA,125.2241572,NA,60.43170691,-19.22981101,184.7051827,NA,NA,5.170989378,NA,NA,NA,80268,16053.6,-0.522346613,7.896257531,30,lunge,122.3535023,125.8078282,5.588484358,2.096135732,3.492348627,3.454325843,mn12_262b,NA,125.2241572,0.527366129
1207,80423,80423,NA,125.6421878,NA,39.11299347,-0.845430458,30.37861902,NA,NA,4.475523781,NA,NA,NA,80423,16084.6,2.401254221,9.728950874,30,lunge,119.1504259,125.6421878,5.637918505,2.190167753,3.447750752,6.491761926,mn12_262b,NA,125.6421878,0.341325258
1208,80587,80587,NA,124.6470924,NA,-38.04416293,-6.261963837,153.0924482,NA,NA,6.563181349,NA,NA,NA,80587,16117.4,-1.089631454,20.74678393,30,lunge,122.4441347,125.1884814,6.580754796,2.171238081,4.409516715,2.744346743,mn12_262b,NA,124.6470924,-0.331997952
1209,80746,80746,NA,122.8632205,NA,27.70878283,-10.14182999,38.97765638,NA,NA,4.997359853,NA,NA,NA,80746,16149.2,0.568140992,17.19875009,30,lunge,120.7430337,124.2406288,5.760768448,2.152303014,3.608465434,3.49759509,mn12_262b,NA,122.8632205,0.241804746
1210,80946,80946,NA,124.5790956,NA,-6.173621534,-3.120184354,188.6753353,NA,NA,4.287089334,NA,NA,NA,80946,16189.2,0.463682403,12.21241257,30,lunge,123.4549469,126.9538473,5.931202154,2.255924681,3.675277472,3.498900378,mn12_262b,NA,124.5790956,-0.053875011
1211,81110,81110,NA,122.5858092,NA,-32.76535268,-2.728923971,-77.90411721,NA,NA,5.383896576,NA,NA,NA,81110,16222,-1.726082962,14.80812662,30,lunge,116.637224,123.4196431,5.762601212,1.87863966,3.883961551,6.78241907,mn12_262b,NA,122.5858092,-0.285931642
1212,81309,81309,NA,123.5156975,NA,75.18908501,-21.45538693,12.63422159,NA,NA,5.295583816,NA,NA,NA,81309,16261.8,0.233441677,17.62621731,30,lunge,118.5210397,124.7209623,5.700966783,1.759333819,3.941632964,6.199922662,mn12_262b,NA,123.5156975,0.656148548
1213,81448,81448,NA,123.104089,NA,-49.53803843,10.03110117,162.9932138,NA,NA,4.961212984,NA,NA,NA,81448,16289.6,0.067013898,12.41418695,30,lunge,121.7358244,123.7715931,5.425008551,2.085951058,3.339057493,2.035768726,mn12_262b,NA,123.104089,-0.432300938
1214,82857,82857,NA,113.0270181,NA,121.0996867,-9.720200265,-158.9746076,NA,NA,5.886015385,NA,NA,NA,82857,16571.4,1.259699518,8.539143115,31,lunge,103.4959201,114.2758206,6.036056082,2.217150094,3.818905988,10.77990043,mn12_262b,NA,113.0270181,1.056794128
1215,83056,83056,NA,113.9433672,NA,12.37918736,-5.648751879,198.327096,NA,NA,5.091870554,NA,NA,NA,83056,16611.2,1.438994223,17.31292956,31,lunge,109.6156401,115.5252236,5.504767743,2.294936695,3.209831048,5.909583533,mn12_262b,NA,113.9433672,0.108028789
1216,83212,83212,NA,109.9067779,NA,-15.09688114,-4.202690819,148.409741,NA,NA,5.201482865,NA,NA,NA,83212,16642.4,-2.661225012,13.5663376,31,lunge,104.7489187,111.1570006,5.820990341,2.139780431,3.681209911,6.408081915,mn12_262b,NA,109.9067779,-0.131745141
1217,83362,83362,NA,110.4518341,NA,-48.94375488,-12.23450427,155.8656131,NA,NA,5.767748631,NA,NA,NA,83362,16672.4,-1.603743706,18.51010538,31,lunge,105.0872585,111.9133896,6.166704109,2.101350629,4.065353481,6.826131112,mn12_262b,NA,110.4518341,-0.427114835
1218,83537,83537,NA,109.7495981,NA,47.27281608,5.12003374,-8.56815796,NA,NA,4.773011746,NA,NA,NA,83537,16707.4,4.132278545,14.49287089,31,lunge,103.9679122,109.8309242,6.832563423,2.067172529,4.765390894,5.863012037,mn12_262b,NA,109.7495981,0.412533144
1219,83690,83690,NA,109.9197775,NA,97.9172644,-27.5193161,194.9400133,NA,NA,6.216026532,NA,NA,NA,83690,16738,0.232078951,14.52311032,31,lunge,103.7212389,111.088565,6.216026532,2.28583324,3.930193292,7.367326045,mn12_262b,NA,109.9197775,0.854489329
1220,83840,83840,NA,109.7633351,NA,49.40444963,3.53171143,66.47637603,NA,NA,5.576865954,NA,NA,NA,83840,16768,3.509967103,12.98660995,31,lunge,105.0213324,110.2613962,5.72304254,1.877380691,3.845661849,5.240063815,mn12_262b,NA,109.7633351,0.431135156
1221,84007,84007,NA,112.7667311,NA,44.37365936,-10.16605938,160.5345884,NA,NA,3.300453006,NA,NA,NA,84007,16801.4,0.515386996,9.814712485,31,lunge,110.5999901,112.8917829,4.581468352,2.144965414,2.436502938,2.291792737,mn12_262b,NA,112.7667311,0.387233229
1222,84148,84148,NA,111.7303891,NA,42.45384032,-10.73757973,10.65004429,NA,NA,4.302743906,NA,NA,NA,84148,16829.6,0.375510928,10.61798703,31,lunge,109.5246975,112.6429449,5.709620895,2.287663022,3.421957873,3.118247384,mn12_262b,NA,111.7303891,0.370479647
1223,84310,84310,NA,111.2387153,NA,23.49573492,-9.75894767,-144.9378589,NA,NA,6.093722026,NA,NA,NA,84310,16862,-1.337833128,7.599481223,31,lunge,106.6606997,112.2801595,6.132306535,2.25061618,3.881690355,5.619459835,mn12_262b,NA,111.2387153,0.205038967
1224,84462,84462,NA,109.4540617,NA,105.2576159,-25.93969744,125.9283711,NA,NA,6.145447025,NA,NA,NA,84462,16892.4,0.060763231,13.959496,31,lunge,99.59274969,111.4108362,6.246718142,2.10310106,4.143617082,11.81808655,mn12_262b,NA,109.4540617,0.91854598
1225,85771,85771,NA,118.0708035,NA,-80.23566698,-0.0852428,134.5314938,NA,NA,4.603795507,NA,NA,NA,85771,17154.2,-1.662463502,9.561527115,32,lunge,115.8621363,119.7344914,5.290326705,2.174108856,3.116217849,3.872355154,mn12_262b,NA,118.0708035,-0.700188283
1226,86067,86067,NA,116.6967502,NA,97.90590882,-23.56600447,-102.0442916,NA,NA,5.650662986,NA,NA,NA,86067,17213.4,0.961895554,13.07397333,32,lunge,111.4537561,118.1575314,6.020247808,2.002055268,4.01819254,6.703775322,mn12_262b,NA,116.6967502,0.854390233
1227,86176,86176,NA,111.4605053,NA,25.96381372,-5.284000906,-76.18133075,NA,NA,4.821267108,NA,NA,NA,86176,17235.2,-0.808903144,15.27938386,32,lunge,108.0898711,112.8739654,5.443579862,2.238263168,3.205316694,4.784094365,mn12_262b,NA,111.4605053,0.226577018
1228,86315,86315,NA,114.0046745,NA,-23.92207041,-0.737214353,-34.352184,NA,NA,4.448661091,NA,NA,NA,86315,17263,-0.458118363,10.61564092,32,lunge,109.3430792,114.4159383,5.2350905,2.109502775,3.125587724,5.072859118,mn12_262b,NA,114.0046745,-0.208759446
1229,86503,86503,NA,116.0074199,NA,85.7262329,-13.06158513,11.79320052,NA,NA,5.906788151,NA,NA,NA,86503,17300.6,0.360641563,11.36668357,32,lunge,110.2637975,117.5042831,5.961311561,2.475367872,3.48594369,7.240485574,mn12_262b,NA,116.0074199,0.74810251
1230,86645,86645,NA,115.9698325,NA,-34.57003333,-7.66136117,-159.7063353,NA,NA,3.773551988,NA,NA,NA,86645,17329,-1.71582012,11.54008216,32,lunge,112.5563192,116.8437614,5.501671512,2.27281322,3.228858292,4.287442151,mn12_262b,NA,115.9698325,-0.301680452
1231,86800,86800,NA,115.647562,NA,-0.585235287,-2.542556683,55.1642159,NA,NA,4.982418308,NA,NA,NA,86800,17360,-0.503795608,13.83658287,32,lunge,110.2741225,115.9735967,5.931916196,2.380874502,3.551041694,5.699474168,mn12_262b,NA,115.647562,-0.005107141
1232,86942,86942,NA,114.9440948,NA,9.805369293,0.658121395,-45.20307413,NA,NA,4.885816674,NA,NA,NA,86942,17388.4,0.823148803,15.73164636,32,lunge,104.0403021,115.2367429,6.35118713,2.090159309,4.26102782,11.19644077,mn12_262b,NA,114.9440948,0.085567989
1233,86986,86986,NA,107.1608255,NA,129.1943244,-36.60776114,15.07567663,NA,NA,3.332688317,NA,NA,NA,86986,17397.2,-1.278431563,7.419034346,32,lunge,91.34976853,109.3635583,4.699832963,2.330494544,2.369338418,18.01378974,mn12_262b,NA,107.1608255,1.127433168
1234,88699,88699,NA,114.3608368,NA,-48.85085957,-0.567570386,-90.14005512,NA,NA,3.82725078,NA,NA,NA,88699,17739.8,-1.42809546,11.87529405,33,lunge,109.8675121,115.3618067,5.673152499,2.168700829,3.504451669,5.494294541,mn12_262b,NA,114.3608368,-0.426304171
1235,88884,88884,NA,115.9072251,NA,98.10915104,-32.65816131,-7.257057209,NA,NA,5.422160641,NA,NA,NA,88884,17776.8,-0.206846919,13.70347351,33,lunge,110.1644345,117.1966075,5.422160641,2.619785954,2.802374687,7.032172972,mn12_262b,NA,115.9072251,0.856163856
1236,89048,89048,NA,115.4123049,NA,70.60277468,-2.554574799,168.3282565,NA,NA,5.456311694,NA,NA,NA,89048,17809.6,2.475476482,10.53781615,33,lunge,110.7963733,115.705012,5.764002266,2.351932089,3.412070177,4.908638657,mn12_262b,NA,115.4123049,0.61612544
1237,89192,89192,NA,113.5044575,NA,-3.747720726,-19.79470245,55.38167046,NA,NA,4.844784846,NA,NA,NA,89192,17838.4,-3.579359891,20.02275903,33,lunge,110.4712666,114.8383462,5.826620865,1.92207463,3.904546235,4.367079683,mn12_262b,NA,113.5044575,-0.032705033
1238,89333,89333,NA,113.6794787,NA,65.68599025,-8.23911371,-82.77007924,NA,NA,6.18781276,NA,NA,NA,89333,17866.6,0.191385104,14.72021112,33,lunge,109.0521571,114.3034971,6.476189802,2.434337217,4.041852586,5.251339955,mn12_262b,NA,113.6794787,0.573218401
1239,89482,89482,NA,112.6799916,NA,6.553546792,-1.996565484,102.4813492,NA,NA,5.530726916,NA,NA,NA,89482,17896.4,-2.38077421,18.49103155,33,lunge,105.862162,113.9318449,6.903163497,2.141997901,4.761165596,8.069682903,mn12_262b,NA,112.6799916,0.057190485
1240,89639,89639,NA,114.0689379,NA,88.6825365,-13.58685185,-11.29812242,NA,NA,6.137137836,NA,NA,NA,89639,17927.8,1.861992524,20.39218959,33,lunge,104.0802152,114.6839955,NA,2.119368754,5.676286274,10.60378031,mn12_262b,NA,114.0689379,0.773901125
1241,90976,90976,NA,114.6943172,NA,101.1210038,-24.155368,195.0052183,NA,NA,6.017227209,NA,NA,NA,90976,18195.2,-0.042990627,8.595176539,34,lunge,110.1564658,116.6114467,6.139419388,1.937372284,4.202047105,6.454980934,mn12_262b,NA,114.6943172,0.88244723
1242,91212,91212,NA,114.9495811,NA,61.66418636,-4.133418138,-121.2706022,NA,NA,4.793062764,NA,NA,NA,91212,18242.4,1.465132913,8.673592938,34,lunge,110.0764004,115.3661138,5.048346222,2.145782555,2.902563667,5.289713324,mn12_262b,NA,114.9495811,0.538121541
1243,91332,91332,NA,111.3301182,NA,14.88002018,-0.66294012,-147.745875,NA,NA,3.794450859,NA,NA,NA,91332,18266.4,-0.222927135,13.1551228,34,lunge,106.7499391,112.7020809,6.00174897,2.276609179,3.725139791,5.952141741,mn12_262b,NA,111.3301182,0.129852672
1244,91504,91504,NA,108.0883185,NA,13.77991714,-5.523285656,121.1034214,NA,NA,3.657631123,NA,NA,NA,91504,18300.8,-0.53665564,11.25115668,34,lunge,104.9633891,109.9200314,5.392715089,1.985769924,3.406945165,4.956642297,mn12_262b,NA,108.0883185,0.120252462
1245,91660,91660,NA,109.2143888,NA,76.23613908,0.209708771,-120.0146737,NA,NA,5.330957376,NA,NA,NA,91660,18332,2.824294158,13.29761928,34,lunge,102.1030692,109.799488,5.843318029,1.874401538,3.968916491,7.696418767,mn12_262b,NA,109.2143888,0.665285818
1246,91863,91863,NA,109.8074268,NA,93.70156111,-7.509241668,-108.1687151,NA,NA,5.960846738,NA,NA,NA,91863,18372.6,2.955724094,16.97163375,34,lunge,101.8647165,110.2671711,6.602572686,1.840087457,4.762485229,8.402454636,mn12_262b,NA,109.8074268,0.817700378
1247,92004,92004,NA,107.2318181,NA,-46.82700366,8.440005974,192.2388726,NA,NA,4.633257011,NA,NA,NA,92004,18400.8,0.648196759,10.88342083,34,lunge,103.7389463,107.6049912,5.805355275,1.972387124,3.832968151,3.866044954,mn12_262b,NA,107.2318181,-0.408642696
1248,94045,94045,NA,119.1035218,NA,-5.067733829,-5.3873599,70.60408245,NA,NA,5.135028962,NA,NA,NA,94045,18809,-1.434850678,16.60364332,35,lunge,113.0278346,120.0193835,5.867656853,2.255096214,3.612560639,6.991548885,mn12_262b,NA,119.1035218,-0.04422432
1249,94189,94189,NA,122.6448691,NA,35.82484559,-3.424283401,72.42299127,NA,NA,4.780338098,NA,NA,NA,94189,18837.8,0.656134773,10.60313561,35,lunge,116.4846673,123.2296432,5.54267925,2.170481604,3.372197646,6.744975888,mn12_262b,NA,122.6448691,0.312630755
1250,94347,94347,NA,124.0677891,NA,-21.4124852,1.371576514,72.93126735,NA,NA,4.789116415,NA,NA,NA,94347,18869.4,0.073101937,11.34451427,35,lunge,117.4458896,124.437304,6.166541399,1.885711017,4.280830383,6.991414417,mn12_262b,NA,124.0677891,-0.186859184
1251,94498,94498,NA,121.4446298,NA,-50.47584801,-3.506698838,104.9697881,NA,NA,4.440444438,NA,NA,NA,94498,18899.6,-2.42336232,13.81216289,35,lunge,116.4959916,122.3204783,6.522306304,2.081406629,4.440899675,5.824486667,mn12_262b,NA,121.4446298,-0.44048487
1252,94675,94675,NA,117.9569387,NA,21.80706163,-5.196904097,33.57655541,NA,NA,3.512780265,NA,NA,NA,94675,18935,1.619091031,24.9726609,35,lunge,114.6667329,119.118802,5.193523224,2.146932997,3.046590227,4.452069068,mn12_262b,NA,117.9569387,0.190302513
1253,94827,94827,NA,123.5419953,NA,-20.70627946,6.495493217,47.84855847,NA,NA,4.141003941,NA,NA,NA,94827,18965.4,0.614655553,8.473756686,35,lunge,117.8398554,124.2504275,6.847302214,1.99403133,4.853270884,6.410572097,mn12_262b,NA,123.5419953,-0.180696376
1254,94997,94997,NA,122.8386504,NA,20.59550141,0.447092402,26.74203851,NA,NA,4.372898502,NA,NA,NA,94997,18999.4,-0.061538916,15.25892898,35,lunge,121.4232636,124.3805215,5.389720121,2.018632808,3.371087313,2.957257932,mn12_262b,NA,122.8386504,0.179729655
1255,95155,95155,NA,122.3900287,NA,36.47674204,-9.40002399,-100.322395,NA,NA,6.270463837,NA,NA,NA,95155,19031,1.045274811,13.50941009,35,lunge,118.2328106,123.1825021,6.411842439,2.232489415,4.179353025,4.949691542,mn12_262b,NA,122.3900287,0.318319625
1256,95323,95323,NA,122.356164,NA,-8.005785913,-7.36477533,105.2876249,NA,NA,6.111539048,NA,NA,NA,95323,19064.6,-2.442979578,21.83195002,35,lunge,115.907798,123.8511838,6.378269829,2.086633089,4.29163674,7.943385795,mn12_262b,NA,122.356164,-0.069863662
1257,95493,95493,NA,119.3648694,NA,44.76727986,-11.02436799,-8.193897661,NA,NA,6.980916864,NA,NA,NA,95493,19098.6,-0.103262084,14.33056617,35,lunge,115.2951106,120.1134083,NA,2.349776275,5.101002481,4.818297624,mn12_262b,NA,119.3648694,0.390668215
1258,95663,95663,NA,120.7862553,NA,91.62298856,-7.370332499,-122.3590797,NA,NA,6.714685136,NA,NA,NA,95663,19132.6,2.867993871,17.74838183,35,lunge,110.5431605,121.335161,NA,2.750193169,4.738742015,10.79200054,mn12_262b,NA,120.7862553,0.79956141
1259,95838,95838,NA,118.595432,NA,159.5428842,-62.68985199,112.6694942,NA,NA,6.517634937,NA,NA,NA,95838,19167.6,1.716713156,16.78383092,35,lunge,104.0232503,121.1726071,NA,2.288020857,5.125530403,17.14935682,mn12_262b,NA,118.595432,1.392274314
1260,97258,97258,NA,117.6895226,NA,12.71884437,-11.13747796,-137.1051695,NA,NA,6.439175442,NA,NA,NA,97258,19451.6,-0.274505084,10.1487039,36,lunge,110.6958745,118.8547139,6.439175442,2.143799765,4.295375677,8.158839377,mn12_262b,NA,117.6895226,0.110992856
1261,97501,97501,NA,120.810237,NA,-37.22734292,-0.415825719,-31.15133112,NA,NA,5.02978939,NA,NA,NA,97501,19500.2,-0.532883523,6.845571283,36,lunge,115.6498552,121.350962,5.14455956,2.156786442,2.987773118,5.701106814,mn12_262b,NA,120.810237,-0.324869853
1262,97705,97705,NA,123.9352075,NA,22.22564994,-4.026522338,48.83732098,NA,NA,4.848388161,NA,NA,NA,97705,19541,1.135660361,5.449089967,36,lunge,121.1054008,124.2271179,4.884036011,2.142641489,2.741394523,3.121717035,mn12_262b,NA,123.9352075,0.193955385
1263,97830,97830,NA,118.5245804,NA,16.12105042,-12.07892058,74.56949417,NA,NA,4.666879205,NA,NA,NA,97830,19566,-2.552928643,9.524401779,36,lunge,111.4534586,120.1911825,5.474113084,2.071139698,3.402973386,8.73772386,mn12_262b,NA,118.5245804,0.140682704
1264,98005,98005,NA,120.0282899,NA,-55.13836189,10.57727986,83.80604467,NA,NA,4.102281666,NA,NA,NA,98005,19601,-1.309741535,7.81035703,36,lunge,117.4096648,120.7806232,5.278442663,2.142516388,3.135926275,3.370958371,mn12_262b,NA,120.0282899,-0.48117298
1265,98166,98166,NA,118.6628982,NA,-41.44371591,-1.895864093,-72.7841488,NA,NA,4.478486303,NA,NA,NA,98166,19633.2,0.040022888,15.71347303,36,lunge,116.8345192,119.2465848,6.002762196,2.372158593,3.630603603,2.412065586,mn12_262b,NA,118.6628982,-0.361664648
1266,98319,98319,NA,119.0438977,NA,-4.122277782,8.804733446,126.6451268,NA,NA,5.167116384,NA,NA,NA,98319,19663.8,1.252761775,13.14331942,36,lunge,112.8840235,119.5856358,6.228631394,2.211121535,4.017509859,6.7016123,mn12_262b,NA,119.0438977,-0.03597366
1267,98469,98469,NA,117.5097442,NA,62.26248334,-9.74376493,9.626064107,NA,NA,4.654890265,NA,NA,NA,98469,19693.8,2.164890911,23.20238321,36,lunge,110.4449674,117.717002,6.775527252,2.328300807,4.447226445,7.27203454,mn12_262b,NA,117.5097442,0.543342667
1268,98632,98632,NA,115.0186845,NA,60.03073935,-4.289879051,-52.51384086,NA,NA,6.438410405,NA,NA,NA,98632,19726.4,-2.025426642,14.63049624,36,lunge,104.5305762,117.3484894,6.63899561,2.664326602,3.974669009,12.81791318,mn12_262b,NA,115.0186845,0.523867027
1269,98783,98783,NA,115.6019945,NA,89.19933096,145.8491423,198.5172866,NA,NA,13.05066614,NA,NA,NA,98783,19756.6,-5.737657425,62.03109023,36,lunge,100.5020307,117.1890744,NA,2.31815559,10.73251055,16.68704374,mn12_262b,NA,115.6019945,0.778411008
1270,100141,100141,NA,129.2190866,NA,-48.59565995,0.405203541,175.475859,NA,NA,4.912372637,NA,NA,NA,100141,20028.2,-2.105444915,15.08372145,37,lunge,123.5158939,130.7179185,6.775340108,2.053915926,4.721424182,7.202024628,mn12_262b,NA,129.2190866,-0.424077134
1271,100324,100324,NA,127.5119267,NA,73.06109924,1.362316932,45.09616995,NA,NA,6.72381195,NA,NA,NA,100324,20064.8,-3.30762068,14.26816689,37,lunge,118.6475357,129.5944887,NA,2.321654231,4.934876644,10.94695303,mn12_262b,NA,127.5119267,0.637578368
1272,100464,100464,NA,122.9351275,NA,10.28275619,3.489261517,79.14364976,NA,NA,5.166050432,NA,NA,NA,100464,20092.8,-3.971674987,28.52100909,37,lunge,118.1902987,124.2660447,NA,2.016854872,5.776526394,6.07574601,mn12_262b,NA,122.9351275,0.089733976
1273,100661,100661,NA,128.7664269,NA,91.82393534,-5.276623184,4.640698806,NA,NA,5.803937025,NA,NA,NA,100661,20132.2,-2.24265198,18.73603695,37,lunge,122.2738992,129.6413962,6.364976473,2.099608745,4.265367728,7.367496993,mn12_262b,NA,128.7664269,0.801315002
1274,100834,100834,NA,129.1031965,NA,103.7613663,-17.83451384,-131.1349385,NA,NA,7.143410007,NA,NA,NA,100834,20166.8,1.191720068,17.88882137,37,lunge,122.1952695,129.6468341,NA,1.941362746,5.257510113,7.451564577,mn12_262b,NA,129.1031965,0.905488739
